fecha,dia_semana,hora,tipo_tramite,personas_en_fila,ventanillas_abiertas,tiempo_espera_min
2026-04-03,Jueves,16,Pasaporte,11,3,20.67
2026-04-29,Martes,7,Licencia,11,4,22.75
2026-01-16,Martes,15,Impuestos,26,6,22.33
2026-02-01,Jueves,7,Carnet,12,3,21.0
2026-03-30,Jueves,16,Impuestos,16,5,10.2
2026-02-05,Lunes,17,Licencia,33,4,13.25
2026-01-11,Lunes,8,Certificado,71,6,23.83
2026-03-15,Viernes,16,Pasaporte,35,4,16.75
2026-02-19,Lunes,14,Carnet,115,4,37.75
2026-01-09,Jueves,15,Certificado,16,5,8.2
2026-04-15,Viernes,15,Certificado,38,5,14.6
2026-03-10,Martes,17,Certificado,12,3,12.0
2026-03-30,Miércoles,9,Licencia,40,6,25.67
2026-01-06,Lunes,9,Certificado,76,3,35.33
2026-02-02,Miércoles,7,Certificado,10,2,19.0
2026-01-22,Lunes,13,Certificado,60,3,34.0
2026-04-26,Martes,11,Certificado,82,6,32.67
2026-03-04,Lunes,12,Licencia,126,4,42.5
2026-01-31,Martes,7,Pasaporte,17,3,19.67
2026-03-19,Miércoles,15,Pasaporte,18,6,19.0
2026-04-04,Miércoles,16,Impuestos,32,2,29.0
2026-03-25,Miércoles,9,Impuestos,65,5,20.0
2026-05-01,Miércoles,9,Pasaporte,74,3,31.67
2026-04-02,Jueves,12,Pasaporte,132,6,32.0
2026-02-10,Lunes,13,Carnet,108,2,66.0
2026-01-16,Lunes,15,Carnet,12,6,20.0
2026-03-23,Martes,8,Pasaporte,63,4,28.75
2026-02-05,Jueves,7,Licencia,11,5,14.2
2026-04-11,Viernes,8,Impuestos,51,6,22.5
2026-01-13,Viernes,15,Carnet,27,6,18.5
2026-03-19,Miércoles,8,Impuestos,97,2,58.5
2026-01-24,Jueves,12,Certificado,128,6,38.33
2026-01-17,Martes,11,Pasaporte,40,6,15.67
2026-02-18,Martes,16,Certificado,22,2,27.0
2026-02-23,Jueves,14,Certificado,83,5,32.6
2026-02-06,Miércoles,11,Licencia,100,5,32.0
2026-02-09,Lunes,13,Pasaporte,100,2,57.0
2026-05-01,Lunes,8,Carnet,50,6,14.33
2026-03-12,Jueves,14,Impuestos,61,5,21.2
2026-03-07,Lunes,17,Certificado,39,2,36.5
2026-01-25,Martes,7,Certificado,32,6,21.33
2026-03-29,Martes,16,Certificado,7,6,20.17
2026-04-26,Martes,10,Certificado,51,2,41.5
2026-02-15,Martes,7,Carnet,32,5,23.4
2026-01-15,Miércoles,12,Carnet,91,6,23.17
2026-03-03,Viernes,11,Impuestos,56,3,23.67
2026-01-28,Jueves,11,Certificado,99,6,22.5
2026-04-19,Viernes,14,Impuestos,67,4,21.75
2026-02-12,Miércoles,11,Pasaporte,62,2,36.0
2026-02-21,Jueves,12,Pasaporte,61,2,48.5
2026-01-11,Lunes,15,Impuestos,37,3,30.33
2026-01-01,Jueves,9,Impuestos,89,4,34.25
2026-02-17,Viernes,11,Carnet,63,5,22.6
2026-01-14,Miércoles,14,Impuestos,116,3,47.67
2026-01-01,Miércoles,12,Licencia,85,2,53.5
2026-01-18,Martes,13,Pasaporte,113,4,34.25
2026-03-03,Jueves,17,Certificado,22,2,29.0
2026-03-05,Viernes,17,Impuestos,13,4,20.25
2026-01-17,Martes,8,Carnet,46,2,32.0
2026-03-06,Jueves,7,Certificado,20,2,25.0
2026-04-05,Miércoles,7,Impuestos,32,5,20.4
2026-01-11,Viernes,13,Pasaporte,91,6,24.17
2026-02-01,Martes,11,Impuestos,89,2,57.5
2026-01-26,Martes,14,Certificado,73,6,22.17
2026-03-22,Martes,17,Impuestos,14,3,12.67
2026-01-05,Lunes,11,Certificado,52,3,35.33
2026-01-26,Jueves,8,Certificado,95,2,64.5
2026-02-09,Jueves,17,Impuestos,19,3,21.33
2026-01-08,Lunes,15,Carnet,32,2,30.0
2026-02-16,Martes,11,Carnet,100,4,43.0
2026-04-25,Lunes,7,Carnet,16,2,13.0
2026-01-28,Jueves,11,Pasaporte,70,4,25.5
2026-02-02,Lunes,14,Licencia,106,4,40.5
2026-03-27,Miércoles,7,Carnet,40,3,28.33
2026-04-06,Martes,16,Carnet,38,6,22.33
2026-01-27,Martes,16,Certificado,29,2,22.5
2026-01-16,Lunes,7,Licencia,17,3,24.67
2026-05-01,Martes,15,Certificado,26,4,26.5
2026-04-03,Jueves,9,Certificado,42,3,25.0
2026-04-02,Miércoles,11,Impuestos,97,6,32.17
2026-03-22,Jueves,8,Impuestos,98,5,26.6
2026-03-09,Martes,15,Carnet,6,3,15.0
2026-01-06,Jueves,16,Certificado,8,3,19.67
2026-04-22,Viernes,15,Impuestos,9,3,22.0
2026-03-13,Martes,13,Pasaporte,111,6,31.5
2026-01-01,Viernes,9,Impuestos,76,3,30.33
2026-03-06,Miércoles,15,Carnet,21,4,17.25
2026-03-12,Viernes,8,Pasaporte,50,3,22.67
2026-02-07,Miércoles,7,Licencia,14,4,12.5
2026-03-24,Lunes,10,Carnet,92,3,38.67
2026-03-22,Viernes,16,Carnet,28,4,14.0
2026-04-03,Miércoles,9,Licencia,66,6,25.0
2026-03-22,Martes,7,Carnet,27,3,22.0
2026-01-03,Viernes,15,Certificado,11,5,15.2
2026-01-27,Martes,14,Certificado,88,4,35.0
2026-03-22,Jueves,13,Carnet,79,5,27.8
2026-01-19,Jueves,14,Pasaporte,71,5,24.2
2026-04-15,Martes,9,Carnet,52,6,28.67
2026-01-03,Viernes,11,Pasaporte,50,3,33.67
2026-01-09,Jueves,9,Impuestos,44,5,20.8
2026-01-13,Jueves,15,Impuestos,13,2,14.5
2026-01-03,Martes,8,Pasaporte,92,2,52.0
2026-04-09,Lunes,8,Licencia,57,3,24.0
2026-03-11,Jueves,12,Certificado,70,3,32.33
2026-04-25,Jueves,14,Pasaporte,80,4,35.0
2026-02-01,Lunes,7,Licencia,39,4,17.75
2026-01-14,Martes,15,Licencia,23,2,29.5
2026-04-27,Jueves,10,Pasaporte,41,3,31.67
2026-02-15,Lunes,17,Impuestos,23,3,24.67
2026-01-22,Miércoles,8,Licencia,54,2,41.0
2026-03-20,Lunes,12,Certificado,75,4,25.75
2026-01-20,Viernes,9,Pasaporte,67,6,26.17
2026-03-28,Miércoles,13,Licencia,79,4,33.75
2026-02-04,Lunes,14,Pasaporte,107,4,33.75
2026-04-10,Jueves,17,Impuestos,14,4,12.5
2026-04-03,Miércoles,14,Pasaporte,68,2,52.0
2026-01-12,Miércoles,12,Carnet,76,3,42.33
2026-03-05,Martes,13,Pasaporte,121,5,39.2
2026-02-19,Viernes,13,Certificado,130,5,46.0
2026-04-16,Viernes,10,Certificado,64,2,50.0
2026-04-10,Miércoles,10,Licencia,84,2,54.0
2026-01-27,Martes,7,Licencia,28,6,24.67
2026-01-08,Jueves,12,Pasaporte,106,3,49.33
2026-04-17,Martes,15,Licencia,31,3,21.33
2026-04-06,Lunes,9,Impuestos,47,3,32.67
2026-02-17,Jueves,7,Certificado,11,6,8.83
2026-04-22,Martes,9,Licencia,41,3,29.67
2026-02-01,Martes,8,Pasaporte,40,6,24.67
2026-03-02,Jueves,9,Impuestos,87,6,28.5
2026-04-03,Lunes,12,Pasaporte,116,2,72.0
2026-01-08,Viernes,17,Pasaporte,7,6,11.17
2026-01-02,Viernes,13,Certificado,114,5,35.8
2026-02-09,Lunes,10,Certificado,67,3,35.33
2026-02-18,Viernes,9,Licencia,87,3,46.0
2026-01-29,Jueves,13,Impuestos,83,6,20.83
2026-02-10,Lunes,17,Carnet,30,5,16.0
2026-03-24,Lunes,13,Licencia,84,4,29.0
2026-02-16,Miércoles,16,Pasaporte,26,2,25.0
2026-03-11,Miércoles,8,Pasaporte,44,3,19.67
2026-03-12,Miércoles,10,Licencia,80,2,52.0
2026-03-14,Lunes,16,Licencia,7,6,21.17
2026-02-10,Miércoles,8,Carnet,100,4,30.0
2026-02-20,Miércoles,15,Pasaporte,17,4,21.25
2026-03-31,Viernes,17,Licencia,11,4,20.75
2026-03-06,Jueves,9,Certificado,41,6,23.83
2026-04-22,Jueves,7,Licencia,23,3,16.67
2026-04-24,Martes,17,Pasaporte,10,3,14.33
2026-03-06,Martes,15,Carnet,38,4,28.5
2026-02-07,Jueves,12,Pasaporte,139,5,33.8
2026-01-27,Lunes,16,Licencia,9,3,23.0
2026-01-19,Lunes,11,Impuestos,75,2,57.5
2026-02-10,Lunes,9,Carnet,99,4,34.75
2026-03-15,Martes,12,Impuestos,105,2,59.5
2026-02-03,Lunes,14,Certificado,92,5,27.4
2026-03-04,Jueves,7,Certificado,28,4,24.0
2026-04-28,Viernes,17,Certificado,13,5,18.6
2026-02-10,Miércoles,12,Licencia,70,5,33.0
2026-03-21,Martes,17,Licencia,8,3,7.67
2026-02-07,Lunes,13,Pasaporte,80,6,30.33
2026-02-19,Jueves,14,Certificado,71,4,36.75
2026-04-26,Lunes,14,Impuestos,73,2,46.5
2026-04-09,Lunes,13,Carnet,85,5,32.0
2026-02-13,Lunes,16,Carnet,36,3,32.0
2026-02-28,Martes,7,Pasaporte,39,3,33.0
2026-02-10,Lunes,16,Carnet,7,6,18.17
2026-04-12,Martes,13,Licencia,120,3,46.0
2026-04-08,Martes,17,Licencia,32,4,21.0
2026-01-19,Miércoles,8,Impuestos,57,5,18.4
2026-04-22,Martes,13,Licencia,127,3,55.33
2026-01-12,Martes,13,Carnet,103,4,35.75
2026-05-01,Jueves,13,Carnet,121,5,34.2
2026-04-27,Lunes,16,Certificado,29,2,25.5
2026-03-20,Martes,9,Impuestos,60,4,20.0
2026-04-30,Jueves,9,Carnet,71,4,25.75
2026-03-08,Viernes,7,Licencia,33,3,30.0
2026-01-05,Viernes,10,Pasaporte,87,3,47.0
2026-03-18,Martes,13,Certificado,87,4,32.75
2026-01-02,Miércoles,12,Certificado,106,2,67.0
2026-04-15,Jueves,8,Impuestos,84,5,35.8
2026-02-15,Lunes,12,Pasaporte,129,5,40.8
2026-02-28,Viernes,13,Impuestos,107,3,45.67
2026-02-18,Viernes,11,Licencia,94,5,32.8
2026-01-12,Lunes,8,Impuestos,45,2,40.5
2026-04-06,Viernes,16,Certificado,39,2,38.5
2026-04-14,Martes,7,Impuestos,23,5,15.6
2026-03-12,Lunes,13,Carnet,74,3,44.67
2026-04-12,Miércoles,14,Pasaporte,112,5,27.4
2026-03-06,Jueves,11,Pasaporte,57,4,28.25
2026-01-01,Martes,13,Carnet,64,2,37.0
2026-04-18,Viernes,15,Impuestos,25,4,16.25
2026-01-31,Lunes,15,Certificado,30,3,27.0
2026-02-24,Jueves,9,Carnet,100,5,30.0
2026-03-08,Martes,9,Certificado,67,3,30.33
2026-01-16,Miércoles,17,Pasaporte,30,4,17.5
2026-01-12,Viernes,8,Pasaporte,41,5,13.2
2026-01-04,Lunes,16,Pasaporte,39,2,36.5
2026-02-28,Martes,17,Carnet,27,3,21.0
2026-01-25,Lunes,15,Carnet,20,5,17.0
2026-01-11,Lunes,9,Impuestos,80,2,48.0
2026-04-29,Miércoles,16,Carnet,12,2,15.0
2026-04-25,Miércoles,9,Pasaporte,45,2,42.5
2026-02-20,Lunes,8,Impuestos,71,2,53.5
2026-03-22,Miércoles,8,Impuestos,53,5,27.6
2026-04-14,Martes,9,Certificado,51,4,17.75
2026-03-22,Miércoles,16,Impuestos,7,2,18.5
2026-03-20,Viernes,16,Carnet,39,2,29.5
2026-04-29,Viernes,8,Licencia,52,6,13.67
2026-03-08,Lunes,15,Pasaporte,14,3,20.67
2026-01-04,Martes,12,Carnet,77,3,32.67
2026-02-05,Viernes,14,Carnet,85,2,58.5
2026-03-01,Martes,14,Carnet,115,6,36.17
2026-01-23,Lunes,10,Certificado,83,4,37.75
2026-04-12,Jueves,16,Impuestos,24,3,19.0
2026-04-24,Miércoles,14,Certificado,114,6,32.0
2026-01-14,Viernes,16,Carnet,29,5,16.8
2026-02-17,Lunes,17,Certificado,9,5,11.8
2026-02-02,Jueves,16,Licencia,31,4,23.75
2026-01-15,Martes,9,Carnet,91,4,40.75
2026-02-01,Martes,8,Carnet,53,4,29.25
2026-01-16,Martes,7,Impuestos,25,2,27.5
2026-03-14,Jueves,12,Carnet,89,6,21.83
2026-03-19,Viernes,10,Carnet,73,3,32.33
2026-04-02,Jueves,16,Carnet,9,6,19.5
2026-04-15,Jueves,12,Impuestos,85,3,34.33
2026-01-06,Jueves,11,Pasaporte,66,2,41.0
2026-03-18,Viernes,12,Licencia,135,5,39.0
2026-02-06,Martes,7,Impuestos,5,5,15.0
2026-01-05,Lunes,15,Licencia,38,2,34.0
2026-03-02,Miércoles,8,Carnet,93,5,32.6
2026-04-07,Jueves,12,Certificado,111,2,70.5
2026-01-07,Lunes,13,Carnet,98,5,39.6
2026-05-01,Lunes,16,Licencia,11,2,17.5
2026-01-18,Martes,8,Licencia,60,5,24.0
2026-01-25,Miércoles,12,Licencia,128,2,70.0
2026-01-15,Miércoles,7,Certificado,24,2,25.0
2026-04-12,Viernes,13,Impuestos,94,3,40.33
2026-01-16,Jueves,9,Licencia,60,3,38.0
2026-03-08,Jueves,15,Carnet,20,6,23.33
2026-02-11,Miércoles,14,Licencia,88,2,57.0
2026-02-15,Lunes,15,Impuestos,20,3,13.67
2026-01-08,Jueves,10,Pasaporte,40,3,32.33
2026-03-04,Miércoles,8,Impuestos,61,3,35.33
2026-03-25,Martes,9,Pasaporte,94,6,23.67
2026-04-28,Jueves,12,Pasaporte,109,5,32.8
2026-01-09,Viernes,11,Licencia,67,3,36.33
2026-01-19,Lunes,14,Impuestos,73,2,48.5
2026-01-24,Miércoles,11,Carnet,41,5,27.2
2026-01-16,Martes,15,Pasaporte,10,4,20.5
2026-02-20,Lunes,15,Impuestos,32,6,20.33
2026-02-04,Jueves,12,Pasaporte,72,2,53.0
2026-02-07,Viernes,10,Certificado,65,3,34.67
2026-03-05,Martes,15,Licencia,32,2,22.0
2026-01-29,Martes,8,Licencia,43,2,34.5
2026-03-10,Jueves,8,Impuestos,57,3,36.0
2026-01-13,Martes,10,Pasaporte,86,4,41.5
2026-04-11,Lunes,10,Licencia,62,4,29.5
2026-01-24,Martes,15,Carnet,35,4,20.75
2026-03-29,Jueves,8,Pasaporte,50,3,31.67
2026-01-02,Lunes,17,Pasaporte,35,5,22.0
2026-02-03,Jueves,8,Certificado,50,2,41.0
2026-01-01,Lunes,14,Licencia,91,5,26.2
2026-03-14,Martes,17,Licencia,23,3,17.67
2026-01-13,Jueves,11,Carnet,91,4,41.75
2026-03-11,Miércoles,11,Impuestos,82,5,29.4
2026-01-02,Lunes,12,Carnet,98,4,44.5
2026-03-29,Martes,15,Pasaporte,6,3,20.0
2026-02-15,Miércoles,14,Pasaporte,63,3,39.0
2026-04-06,Miércoles,8,Certificado,52,5,18.4
2026-04-26,Miércoles,14,Carnet,127,3,55.33
2026-02-20,Martes,16,Licencia,31,4,21.75
2026-03-16,Jueves,15,Impuestos,26,6,12.33
2026-03-14,Jueves,12,Pasaporte,96,2,53.0
2026-03-01,Viernes,17,Certificado,14,6,16.33
2026-03-27,Lunes,9,Carnet,59,5,25.8
2026-01-02,Viernes,14,Licencia,65,3,35.67
2026-01-07,Miércoles,14,Licencia,99,2,67.5
2026-01-07,Viernes,11,Certificado,48,4,26.0
2026-01-20,Martes,8,Impuestos,85,4,30.25
2026-03-16,Jueves,8,Carnet,58,3,25.33
2026-02-01,Lunes,17,Carnet,29,5,22.8
2026-04-28,Viernes,11,Impuestos,78,4,29.5
2026-03-28,Miércoles,12,Pasaporte,134,3,55.67
2026-02-23,Lunes,15,Carnet,17,4,18.25
2026-03-14,Jueves,17,Impuestos,34,6,15.67
2026-01-13,Viernes,9,Carnet,73,5,29.6
2026-03-01,Jueves,12,Impuestos,114,5,40.8
2026-01-04,Martes,15,Certificado,6,5,8.2
2026-04-27,Martes,11,Certificado,90,3,46.0
2026-03-11,Martes,16,Impuestos,23,2,28.5
2026-03-27,Lunes,7,Licencia,34,6,24.67
2026-01-08,Viernes,11,Licencia,93,2,61.5
2026-04-16,Lunes,11,Licencia,76,5,30.2
2026-04-05,Viernes,16,Pasaporte,37,2,29.5
2026-03-13,Miércoles,14,Carnet,77,3,34.67
2026-04-03,Lunes,7,Licencia,36,6,17.0
2026-01-01,Martes,9,Pasaporte,78,2,47.0
2026-01-14,Jueves,14,Licencia,63,6,29.5
2026-04-29,Martes,8,Pasaporte,59,5,31.8
2026-04-18,Viernes,15,Licencia,21,6,22.5
2026-02-25,Martes,9,Pasaporte,80,2,50.0
2026-01-22,Jueves,15,Carnet,39,3,33.0
2026-02-07,Miércoles,17,Carnet,11,6,21.83
2026-02-20,Jueves,13,Pasaporte,73,5,32.6
2026-01-04,Lunes,11,Certificado,69,2,51.5
2026-02-08,Martes,7,Impuestos,33,2,32.5
2026-04-23,Miércoles,14,Certificado,95,2,57.5
2026-04-20,Viernes,15,Licencia,18,4,21.5
2026-01-23,Jueves,17,Pasaporte,14,4,18.5
2026-02-05,Jueves,17,Impuestos,24,5,11.8
2026-03-02,Martes,16,Carnet,16,6,15.67
2026-03-17,Lunes,16,Licencia,27,6,21.5
2026-01-04,Jueves,9,Impuestos,54,2,35.0
2026-02-11,Martes,10,Impuestos,89,3,37.67
2026-04-07,Lunes,13,Licencia,68,2,47.0
2026-04-19,Martes,8,Carnet,68,4,22.0
2026-01-14,Martes,14,Carnet,108,3,47.0
2026-03-04,Martes,14,Impuestos,96,3,43.0
2026-04-15,Lunes,15,Pasaporte,17,2,13.5
2026-01-05,Jueves,9,Certificado,97,2,64.5
2026-03-11,Martes,8,Pasaporte,61,3,40.33
2026-03-15,Viernes,14,Certificado,124,4,47.0
2026-04-20,Jueves,9,Impuestos,91,2,64.5
2026-04-22,Viernes,8,Carnet,76,2,47.0
2026-01-13,Viernes,8,Certificado,71,3,29.67
2026-02-12,Jueves,7,Carnet,19,4,17.75
2026-01-09,Viernes,9,Certificado,58,2,41.0
2026-03-06,Viernes,11,Licencia,65,6,16.83
2026-03-16,Miércoles,14,Impuestos,93,2,52.5
2026-02-03,Martes,10,Certificado,61,2,39.5
2026-04-15,Lunes,12,Certificado,67,3,42.33
2026-04-26,Jueves,16,Certificado,7,4,8.75
2026-04-05,Martes,16,Carnet,10,6,21.67
2026-04-03,Viernes,7,Pasaporte,11,2,25.5
2026-03-25,Martes,12,Licencia,115,5,37.0
2026-04-30,Lunes,7,Certificado,6,3,19.0
2026-03-03,Jueves,7,Impuestos,29,5,14.8
2026-03-12,Viernes,9,Carnet,47,5,17.4
2026-02-15,Martes,10,Pasaporte,61,5,18.2
2026-01-12,Viernes,16,Certificado,5,3,19.67
2026-01-06,Lunes,7,Pasaporte,20,2,17.0
2026-02-26,Miércoles,9,Certificado,58,2,44.0
2026-03-25,Jueves,10,Licencia,58,3,36.33
2026-03-26,Jueves,8,Carnet,44,4,22.0
2026-04-25,Viernes,10,Carnet,68,4,33.0
2026-04-22,Miércoles,17,Certificado,20,6,16.33
2026-03-06,Viernes,8,Impuestos,43,4,28.75
2026-02-05,Miércoles,8,Certificado,53,3,29.67
2026-01-27,Martes,8,Impuestos,63,3,27.0
2026-03-25,Lunes,14,Carnet,74,2,57.0
2026-02-05,Lunes,16,Carnet,29,4,14.25
2026-04-20,Jueves,16,Impuestos,29,5,10.8
2026-02-26,Martes,7,Impuestos,19,3,23.33
2026-03-10,Lunes,7,Certificado,24,2,28.0
2026-04-07,Lunes,12,Carnet,93,6,26.5
2026-04-03,Lunes,16,Certificado,32,5,12.4
2026-02-19,Jueves,17,Certificado,23,6,22.83
2026-04-03,Jueves,16,Impuestos,38,4,19.5
2026-04-06,Miércoles,10,Licencia,48,2,37.0
2026-02-01,Lunes,15,Certificado,23,4,22.75
2026-02-05,Lunes,12,Carnet,94,4,28.5
2026-03-14,Jueves,17,Impuestos,25,4,16.25
2026-01-03,Miércoles,14,Impuestos,61,5,18.2
2026-03-23,Viernes,15,Licencia,18,5,9.6
2026-02-05,Jueves,16,Pasaporte,40,4,17.0
2026-02-03,Martes,11,Pasaporte,56,5,20.2
2026-01-19,Lunes,16,Pasaporte,8,3,10.67
2026-03-29,Lunes,15,Certificado,33,6,20.5
2026-04-02,Lunes,10,Carnet,43,4,23.75
2026-03-11,Lunes,7,Certificado,20,4,13.0
2026-02-26,Martes,8,Carnet,72,2,48.0
2026-03-15,Miércoles,12,Pasaporte,113,2,74.5
2026-01-04,Jueves,12,Carnet,137,4,49.25
2026-03-02,Miércoles,11,Licencia,79,2,49.5
2026-02-07,Lunes,9,Certificado,98,6,21.33
2026-01-28,Martes,12,Impuestos,125,6,36.83
2026-04-17,Lunes,16,Licencia,7,3,19.33
2026-04-30,Viernes,10,Licencia,76,6,30.67
2026-04-19,Viernes,15,Certificado,8,6,21.33
2026-02-26,Martes,12,Carnet,94,3,45.33
2026-02-01,Lunes,12,Pasaporte,89,5,32.8
2026-02-26,Viernes,13,Certificado,106,2,69.0
2026-01-10,Jueves,12,Impuestos,121,6,32.17
2026-01-30,Jueves,16,Certificado,13,6,14.17
2026-03-27,Miércoles,9,Carnet,78,4,33.5
2026-01-16,Viernes,8,Impuestos,66,5,22.2
2026-03-22,Lunes,10,Pasaporte,97,3,51.33
2026-01-16,Lunes,13,Pasaporte,93,6,35.5
2026-04-22,Lunes,7,Pasaporte,32,2,26.0
2026-03-07,Martes,15,Impuestos,29,5,21.8
2026-03-31,Miércoles,15,Carnet,20,4,13.0
2026-03-17,Miércoles,16,Impuestos,11,2,12.5
2026-04-27,Miércoles,13,Impuestos,140,5,46.0
2026-03-31,Martes,9,Licencia,86,3,35.67
2026-03-17,Miércoles,16,Impuestos,28,5,22.6
2026-01-23,Miércoles,15,Impuestos,22,2,23.0
2026-02-13,Miércoles,7,Carnet,38,6,24.33
2026-02-19,Martes,12,Impuestos,82,3,33.33
2026-03-08,Lunes,11,Carnet,76,6,27.67
2026-02-06,Jueves,9,Impuestos,47,4,24.75
2026-01-29,Martes,9,Carnet,58,4,22.5
2026-01-19,Lunes,8,Certificado,53,6,18.83
2026-04-26,Lunes,7,Impuestos,39,6,17.5
2026-04-17,Viernes,7,Impuestos,28,3,23.33
2026-04-04,Miércoles,14,Licencia,126,3,61.0
2026-04-02,Miércoles,8,Licencia,68,5,33.6
2026-04-21,Lunes,9,Pasaporte,57,2,44.5
2026-04-04,Miércoles,8,Impuestos,60,3,35.0
2026-03-22,Jueves,15,Licencia,9,4,8.25
2026-04-30,Lunes,15,Pasaporte,25,3,14.33
2026-01-18,Miércoles,16,Impuestos,29,3,20.67
2026-01-20,Martes,14,Pasaporte,83,5,30.6
2026-03-23,Lunes,8,Impuestos,100,6,27.67
2026-01-09,Martes,14,Licencia,131,6,32.83
2026-02-23,Miércoles,11,Impuestos,79,5,27.8
2026-03-09,Miércoles,17,Impuestos,16,4,16.0
2026-03-04,Viernes,17,Impuestos,30,6,21.0
2026-02-07,Jueves,8,Impuestos,54,2,41.0
2026-02-11,Martes,10,Impuestos,82,5,24.4
2026-02-10,Martes,17,Impuestos,12,4,20.0
2026-04-18,Lunes,14,Carnet,136,5,39.2
2026-02-04,Viernes,15,Carnet,18,5,9.6
2026-02-03,Jueves,17,Impuestos,25,5,22.0
2026-02-21,Jueves,11,Pasaporte,98,2,62.0
2026-02-13,Jueves,17,Pasaporte,7,4,20.75
2026-03-15,Viernes,9,Certificado,74,3,32.67
2026-02-12,Lunes,9,Impuestos,78,6,18.0
2026-01-12,Lunes,12,Certificado,105,6,24.5
2026-01-27,Viernes,12,Impuestos,128,3,52.67
2026-04-21,Miércoles,10,Impuestos,58,3,35.33
2026-01-28,Lunes,15,Certificado,20,2,16.0
2026-01-14,Martes,15,Carnet,30,5,12.0
2026-02-08,Miércoles,7,Licencia,19,3,12.33
2026-04-15,Lunes,13,Licencia,111,3,50.0
2026-01-10,Viernes,15,Certificado,31,2,20.5
2026-04-28,Martes,9,Certificado,46,6,24.67
2026-04-20,Viernes,11,Licencia,90,4,40.5
2026-02-08,Miércoles,11,Certificado,69,3,31.0
2026-03-02,Martes,13,Impuestos,97,5,26.4
2026-03-13,Jueves,11,Licencia,70,4,29.5
2026-03-05,Jueves,13,Pasaporte,107,6,25.83
2026-03-15,Miércoles,7,Impuestos,30,3,29.0
2026-03-14,Martes,8,Licencia,81,4,35.25
2026-01-13,Viernes,15,Pasaporte,15,3,25.0
2026-01-11,Viernes,9,Certificado,65,6,30.83
2026-04-08,Jueves,10,Carnet,43,5,21.6
2026-04-05,Viernes,12,Certificado,79,2,54.5
2026-02-22,Viernes,7,Impuestos,22,3,27.33
2026-02-10,Jueves,17,Certificado,20,4,24.0
2026-03-13,Lunes,8,Impuestos,98,2,67.0
2026-01-17,Martes,7,Pasaporte,15,6,10.5
2026-02-26,Martes,8,Certificado,42,5,28.4
2026-03-04,Jueves,9,Licencia,87,6,32.5
2026-02-07,Viernes,8,Carnet,67,4,29.75
2026-03-20,Miércoles,12,Certificado,132,3,53.0
2026-03-29,Viernes,10,Certificado,91,6,31.17
2026-02-02,Martes,14,Pasaporte,119,3,54.67
2026-03-09,Martes,14,Pasaporte,61,4,33.25
2026-03-02,Martes,8,Licencia,40,4,21.0
2026-03-10,Viernes,14,Impuestos,102,2,57.0
2026-03-18,Miércoles,9,Licencia,44,4,23.0
2026-04-29,Viernes,10,Carnet,57,4,32.25
2026-02-17,Lunes,16,Certificado,30,4,18.5
2026-01-20,Martes,8,Carnet,86,3,41.67
2026-03-14,Miércoles,8,Certificado,48,6,25.0
2026-04-09,Martes,16,Pasaporte,22,6,23.67
2026-01-01,Martes,10,Pasaporte,53,2,35.5
2026-03-02,Martes,7,Certificado,25,2,18.5
2026-04-14,Miércoles,14,Certificado,114,5,37.8
2026-04-08,Jueves,8,Impuestos,55,6,26.17
2026-04-01,Viernes,14,Licencia,105,4,41.25
2026-04-24,Martes,16,Impuestos,18,3,19.0
2026-03-13,Viernes,14,Impuestos,122,4,38.5
2026-03-25,Jueves,12,Carnet,82,2,57.0
2026-04-04,Jueves,13,Carnet,87,6,25.5
2026-01-23,Viernes,7,Pasaporte,17,5,19.4
2026-01-01,Miércoles,16,Carnet,24,4,14.0
2026-03-06,Jueves,7,Impuestos,22,2,24.0
2026-01-06,Jueves,11,Certificado,57,2,33.5
2026-03-22,Viernes,14,Licencia,122,3,60.67
2026-01-05,Martes,12,Pasaporte,63,6,19.5
2026-01-11,Lunes,13,Carnet,75,2,56.5
2026-01-13,Miércoles,15,Carnet,22,3,12.33
2026-04-25,Viernes,9,Licencia,97,6,32.17
2026-05-01,Lunes,17,Pasaporte,30,5,12.0
2026-04-16,Martes,15,Impuestos,14,4,10.5
2026-01-06,Martes,11,Licencia,78,3,44.0
2026-02-09,Miércoles,11,Impuestos,75,4,26.75
2026-03-14,Lunes,8,Licencia,76,5,22.2
2026-01-24,Martes,8,Licencia,51,4,17.75
2026-01-28,Martes,17,Carnet,28,5,12.6
2026-04-18,Lunes,17,Impuestos,17,3,19.67
2026-04-01,Viernes,11,Carnet,51,4,21.75
2026-02-22,Martes,10,Pasaporte,93,3,44.0
2026-02-07,Lunes,11,Impuestos,84,5,29.8
2026-02-15,Martes,16,Licencia,28,4,26.0
2026-04-17,Jueves,16,Carnet,29,3,20.67
2026-03-24,Viernes,17,Certificado,23,3,22.67
2026-04-17,Miércoles,11,Pasaporte,45,6,18.5
2026-03-01,Jueves,11,Pasaporte,42,2,31.0
2026-03-01,Viernes,16,Licencia,25,4,23.25
2026-02-11,Martes,8,Impuestos,80,4,25.0
2026-03-02,Miércoles,12,Carnet,103,2,61.5
2026-01-21,Jueves,14,Certificado,129,3,48.0
2026-02-28,Martes,16,Carnet,32,5,26.4
2026-04-03,Jueves,12,Carnet,136,4,54.0
2026-01-06,Jueves,10,Impuestos,88,6,22.67
